Hole Depth (feet),Bit Depth (feet),Rate Of Penetration (ft_per_hr),Weight on Bit (klbs),Rotary RPM (RPM),Standpipe Pressure (psi),Hook Load (klbs),Differential Pressure (psi),Flow (flow_percent),Total Pump Output (gal_per_min),Differential Pressure (psi).1,Inclination (degrees),EDR Instantaneous ROP (ft_per_hr),Pason Lag Depth (feet),Shaker 1 load % (percent),Shaker 2 load % (NONE),Shaker 3 load % (NONE),Interpolated TVD (feet),Timestamp,Shaker Total Load,ROP Efficiency,Shaker Load MA,Shaker Load STD,Shaker Load Z,Shaker Load Alert,ROP Efficiency Alert,ALERT
1273,90.81,0,144.3,0.07,0,41.7,-3990.33,1.28,0,-3990.33,91.66,0,18971.29,2.53,9.2,3.16,1272.79,2022-04-14 23:30:00,14.889999999999999,0.0,14.889999999999999,,,False,True,True
1273,90.81,0,144.2,0.06,0,41.8,-3989.62,1.28,0,-3989.62,91.66,0,18971.29,2.53,9.2,3.16,1272.79,2022-04-14 23:30:01,14.889999999999999,0.0,14.889999999999999,0.0,0.0,False,True,True
1273,90.81,0,144.2,0.09,0,41.8,-3989.62,1.28,0,-3989.62,91.66,0,18971.29,2.53,9.2,3.16,1272.79,2022-04-14 23:30:02,14.889999999999999,0.0,14.889999999999999,0.0,0.0,False,True,True
1273,90.81,0,144.2,0.14,0,41.7,-3989.72,1.27,0,-3989.72,91.66,0,18971.29,2.53,9.2,3.16,1272.79,2022-04-14 23:30:03,14.889999999999999,0.0,14.889999999999999,0.0,0.0,False,True,True
1273,90.81,0,144.3,0.06,0,41.7,-3989.94,1.27,0,-3989.94,91.66,0,18971.29,2.641,9.02,3.01,1272.79,2022-04-14 23:30:04,14.671,0.0,14.8462,0.09793977741449073,-1.7888361173461413,False,True,True
1273,90.81,0,144.3,0.08,0,41.7,-3989.81,1.28,0,-3989.81,91.66,0,18971.29,2.641,9.02,3.01,1272.79,2022-04-14 23:30:05,14.671,0.0,14.816999999999998,0.11309111370925669,-1.2909830333116215,False,True,True
1273,90.81,0,144.2,0.09,0,41.7,-3990.47,1.27,0,-3990.47,91.66,0,18971.29,2.641,9.02,3.01,1272.79,2022-04-14 23:30:06,14.671,0.0,14.796142857142856,0.11706042395764216,-1.0690358353076126,False,True,True
1273,90.81,0,144.3,0.05,0,41.7,-3990.82,1.28,0,-3990.82,91.66,0,18971.29,2.641,9.02,3.01,1272.79,2022-04-14 23:30:07,14.671,0.0,14.7805,0.11706042395764225,-0.9354063558941698,False,True,True
1273,90.81,0,144.3,0.24,0,41.7,-3989.75,1.28,0,-3989.75,91.66,0,18971.29,2.641,9.02,3.01,1272.79,2022-04-14 23:30:08,14.671,0.0,14.768333333333333,0.1154231345961462,-0.8432667368387881,False,True,True
1273,90.81,0,144.2,0.04,0,41.8,-3989.57,1.28,0,-3989.57,91.66,0,18971.29,2.641,9.02,3.01,1272.79,2022-04-14 23:30:09,14.671,0.0,14.758599999999998,0.1130911137092569,-0.7745898199869621,False,True,True
1273,90.81,0,144.2,0.08,0,41.8,-3989.91,1.28,0,-3989.91,91.66,0,18971.29,2.641,9.02,3.01,1272.79,2022-04-14 23:30:10,14.671,0.0,14.750636363636364,0.11049097042498368,-0.7207434470582812,False,True,True
1273,90.81,0,144.2,0.08,0,41.7,-3990.44,1.27,0,-3990.44,91.66,0,18971.29,2.641,9.02,3.01,1272.79,2022-04-14 23:30:11,14.671,0.0,14.744,0.10782814609789582,-0.6769969219057456,False,True,True
1273,90.81,0,144.2,0.07,0,41.8,-3990.31,1.28,0,-3990.31,91.66,0,18971.29,2.641,9.02,3.01,1272.79,2022-04-14 23:30:12,14.671,0.0,14.738384615384614,0.10520419704994256,-0.6405065269981519,False,True,True
1273,90.81,0,144.2,0.08,0,41.7,-3990.42,1.28,0,-3990.42,91.66,0,18971.29,2.641,9.02,3.01,1272.79,2022-04-14 23:30:13,14.671,0.0,14.733571428571427,0.10266878357553076,-0.6094434642047888,False,True,True
1273,90.81,0,144.2,0.05,0,41.8,-3990.49,1.28,0,-3990.49,91.66,0,18971.29,2.769,9.04,3.18,1272.79,2022-04-14 23:30:14,14.988999999999999,0.0,14.750599999999999,0.11890139972743352,2.005005790854497,False,True,True
1273,90.81,0,144.2,0.11,0,41.8,-3990.81,1.28,0,-3990.81,91.66,0,18971.29,2.769,9.04,3.18,1272.79,2022-04-14 23:30:15,14.988999999999999,0.0,14.7655,0.1294109732596122,1.7270426713271594,False,True,True
1273,90.81,0,144.2,0.1,0,41.7,-3990.81,1.27,0,-3990.81,91.66,0,18971.29,2.769,9.04,3.18,1272.79,2022-04-14 23:30:16,14.988999999999999,0.0,14.778647058823529,0.13652423831341773,1.5407623072121521,False,True,True
1273,90.81,0,144.2,0.04,0,41.8,-3991.34,1.28,0,-3991.34,91.66,0,18971.29,2.769,9.04,3.18,1272.79,2022-04-14 23:30:17,14.988999999999999,0.0,14.790333333333333,0.14142385188628184,1.4047507493690838,False,True,True
1273,90.81,0,144.2,0.1,0,41.8,-3991.79,1.28,0,-3991.79,91.66,0,18971.29,2.769,9.04,3.18,1272.79,2022-04-14 23:30:18,14.988999999999999,0.0,14.80078947368421,0.14479931666020798,1.2997936099646,False,True,True
1273,90.81,0,144.1,0.06,0,41.8,-3991.79,1.28,0,-3991.79,91.66,0,18971.29,2.769,9.04,3.18,1272.79,2022-04-14 23:30:19,14.988999999999999,0.0,14.8102,0.14708665544680227,1.215601672736338,False,True,True
1273,90.81,0,144.2,0.07,0,41.8,-3992.13,1.28,0,-3992.13,91.66,0,18971.29,2.769,9.04,3.18,1272.79,2022-04-14 23:30:20,14.988999999999999,0.0,14.818714285714284,0.1485769641825888,1.1461034294187067,False,True,True
1273,90.81,0,144.7,0.08,0,41.8,-3992.1,1.28,0,-3992.1,91.66,0,18971.29,2.769,9.04,3.18,1272.79,2022-04-14 23:30:21,14.988999999999999,0.0,14.826454545454544,0.14947231859436047,1.087454644574861,False,True,True
1273,90.81,0,144.7,0.16,0,41.9,-3992.01,1.27,0,-3992.01,91.66,0,18971.29,2.769,9.04,3.18,1272.79,2022-04-14 23:30:22,14.988999999999999,0.0,14.833521739130434,0.14991721035449623,1.0370872257741144,False,True,True
1273,90.81,0,144.0,0.14,0,41.9,-3991.34,1.28,0,-3991.34,91.66,0,18971.29,2.769,9.04,3.18,1272.79,2022-04-14 23:30:23,14.988999999999999,0.0,14.839999999999998,0.150017390296273,0.9932115636338927,False,True,True
1273,90.81,0,144.0,0.14,0,41.9,-3991.68,1.27,0,-3991.68,91.66,0,18971.29,2.409,9.25,3.12,1272.79,2022-04-14 23:30:24,14.779,0.0,14.837559999999998,0.1473646497637746,-0.3973789013509536,False,True,True
1273,90.81,0,144.1,0.07,0,41.8,-3992.0,1.28,0,-3992.0,91.66,0,18971.29,2.409,9.25,3.12,1272.79,2022-04-14 23:30:25,14.779,0.0,14.83530769230769,0.1448432999432887,-0.3887463457639474,False,True,True
1273,90.81,0,144.1,0.1,0,41.8,-3992.03,1.28,0,-3992.03,91.66,0,18971.29,2.409,9.25,3.12,1272.79,2022-04-14 23:30:26,14.779,0.0,14.83322222222222,0.14244333106222462,-0.38065552920132883,False,True,True
1273,90.81,0,144.2,0.08,0,41.8,-3991.49,1.27,0,-3991.49,91.66,0,18971.29,2.409,9.25,3.12,1272.79,2022-04-14 23:30:27,14.779,0.0,14.831285714285713,0.1401556957373442,-0.37305184750999654,False,True,True
1273,90.81,0,144.2,0.05,0,41.8,-3991.49,1.28,0,-3991.49,91.66,0,18971.29,2.409,9.25,3.12,1272.79,2022-04-14 23:30:28,14.779,0.0,14.829482758620689,0.13797220752478034,-0.36588812803834975,False,True,True
1273,90.81,0,144.1,0.1,0,41.8,-3992.4,1.28,0,-3992.4,91.66,0,18971.29,2.409,9.25,3.12,1272.79,2022-04-14 23:30:29,14.779,0.0,14.8278,0.1358854487147677,-0.3591233744170733,False,True,True
1273,90.81,0,144.1,0.05,0,41.8,-3992.52,1.27,0,-3992.52,91.66,0,18971.29,2.409,9.25,3.12,1272.79,2022-04-14 23:30:30,14.779,0.0,14.826225806451612,0.13388868751750935,-0.35272176167739805,False,True,True
1273,90.81,0,144.1,0.06,0,41.8,-3992.52,1.27,0,-3992.52,91.66,0,18971.29,2.409,9.25,3.12,1272.79,2022-04-14 23:30:31,14.779,0.0,14.82475,0.1319758042340556,-0.3466518246559763,False,True,True
1273,90.81,0,144.2,0.06,0,41.8,-3991.81,1.27,0,-3991.81,91.66,0,18971.29,2.409,9.25,3.12,1272.79,2022-04-14 23:30:32,14.779,0.0,14.823363636363636,0.13014122573713377,-0.34088579715275136,False,True,True
1273,90.81,0,144.2,0.04,0,41.8,-3992.23,1.28,0,-3992.23,91.66,0,18971.29,2.409,9.25,3.12,1272.79,2022-04-14 23:30:33,14.779,0.0,14.822058823529412,0.12837986748058094,-0.33539906977124273,False,True,True
1273,90.81,0,144.2,0.06,0,41.7,-3991.94,1.27,0,-3991.94,91.66,0,18971.29,2.541,9.91,3.23,1272.79,2022-04-14 23:30:34,15.681000000000001,0.0,14.846599999999999,0.19255147516504595,4.3333641870082324,True,True,True
1273,90.81,0,144.2,0.06,0,41.9,-3991.62,1.27,0,-3991.62,91.66,0,18971.29,2.541,9.91,3.23,1272.79,2022-04-14 23:30:35,15.681000000000001,0.0,14.869777777777777,0.23527917898422732,3.44789869560838,True,True,True
1273,90.81,0,144.1,0.08,0,41.9,-3991.63,1.27,0,-3991.63,91.66,0,18971.29,2.541,9.91,3.23,1272.79,2022-04-14 23:30:36,15.681000000000001,0.0,14.891702702702702,0.26759036530414093,2.9496366461608132,False,True,True
1273,90.81,0,144.1,0.03,0,41.8,-3991.74,1.28,0,-3991.74,91.66,0,18971.29,2.541,9.91,3.23,1272.79,2022-04-14 23:30:37,15.681000000000001,0.0,14.912473684210525,0.29336636414743733,2.619672157545236,False,True,True
1273,90.81,0,144.1,0.06,0,41.8,-3991.65,1.27,0,-3991.65,91.66,0,18971.29,2.541,9.91,3.23,1272.79,2022-04-14 23:30:38,15.681000000000001,0.0,14.932179487179488,0.31455272102621096,2.380580685478892,False,True,True
1273,90.81,0,144.1,0.06,0,41.8,-3991.61,1.27,0,-3991.61,91.66,0,18971.29,2.541,9.91,3.23,1272.79,2022-04-14 23:30:39,15.681000000000001,0.0,14.950899999999999,0.3323021331443838,2.1970903286150416,False,True,True
1273,90.81,0,144.2,0.05,0,41.8,-3991.84,1.27,0,-3991.84,91.66,0,18971.29,2.541,9.91,3.23,1272.79,2022-04-14 23:30:40,15.681000000000001,0.0,14.96870731707317,0.34736898565519925,2.0505303058447186,False,True,True
1273,90.81,0,144.2,0.1,0,41.8,-3992.93,1.27,0,-3992.93,91.66,0,18971.29,2.541,9.91,3.23,1272.79,2022-04-14 23:30:41,15.681000000000001,0.0,14.985666666666667,0.360280694544946,1.9299713081775505,False,True,True
1273,90.81,0,144.2,0.1,0,41.8,-3991.1,1.27,0,-3991.1,91.66,0,18971.29,2.541,9.91,3.23,1272.79,2022-04-14 23:30:42,15.681000000000001,0.0,15.001837209302325,0.37142370428704785,1.8285342435725527,False,True,True
1273,90.81,0,144.2,0.06,0,41.7,-3991.1,1.27,0,-3991.1,91.66,0,18971.29,2.541,9.91,3.23,1272.79,2022-04-14 23:30:43,15.681000000000001,0.0,15.017272727272728,0.38109123388137167,1.7416447088603801,False,True,True
1273,90.81,0,144.2,0.14,0,41.8,-3991.56,1.27,0,-3991.56,91.66,0,18971.29,2.544,9.69,3.29,1272.79,2022-04-14 23:30:44,15.524000000000001,0.0,15.028533333333334,0.3842341615591865,1.2894880954052066,False,True,True
1273,90.81,0,144.2,0.07,0,41.8,-3990.55,1.27,0,-3990.55,91.66,0,18971.29,2.544,9.69,3.29,1272.79,2022-04-14 23:30:45,15.524000000000001,0.0,15.039304347826087,0.3869002093313939,1.25276334238272,False,True,True
1273,90.81,0,144.1,0.06,0,41.8,-3990.55,1.28,0,-3990.55,91.66,0,18971.29,2.544,9.69,3.29,1272.79,2022-04-14 23:30:46,15.524000000000001,0.0,15.049617021276596,0.38914792946683624,1.2190268115945888,False,True,True
1273,90.81,0,144.2,0.07,0,41.7,-3991.75,1.27,0,-3991.75,91.66,0,18971.29,2.544,9.69,3.29,1272.79,2022-04-14 23:30:47,15.524000000000001,0.0,15.0595,0.39102734300650066,1.1878934310198557,False,True,True
1273,90.81,0,144.2,0.08,0,41.7,-3991.37,1.28,0,-3991.37,91.66,0,18971.29,2.544,9.69,3.29,1272.79,2022-04-14 23:30:48,15.524000000000001,0.0,15.068979591836735,0.39258144005394613,1.159044220369969,False,True,True
1273,90.81,0,144.2,0.08,0,41.7,-3991.52,1.28,0,-3991.52,91.66,0,18971.29,2.544,9.69,3.29,1272.79,2022-04-14 23:30:49,15.524000000000001,0.0,15.07808,0.39384736709977985,1.132212387431402,False,True,True
1273,90.81,0,144.2,0.07,0,41.8,-3991.53,1.27,0,-3991.53,91.66,0,18971.29,2.544,9.69,3.29,1272.79,2022-04-14 23:30:50,15.524000000000001,0.0,15.086823529411765,0.3948573770810092,1.1071728395888756,False,True,True
1273,90.81,0,144.2,0.11,0,41.8,-3991.52,1.28,0,-3991.52,91.66,0,18971.29,2.544,9.69,3.29,1272.79,2022-04-14 23:30:51,15.524000000000001,0.0,15.095230769230769,0.39563959710751506,1.0837341615191083,False,True,True
1273,90.81,0,144.2,0.06,0,41.7,-3991.68,1.27,0,-3991.68,91.66,0,18971.29,2.544,9.69,3.29,1272.79,2022-04-14 23:30:52,15.524000000000001,0.0,15.10332075471698,0.39621865435761366,1.0617324018543774,False,True,True
1273,90.81,0,144.2,0.11,0,41.7,-3991.07,1.28,0,-3991.07,91.66,0,18971.29,2.544,9.69,3.29,1272.79,2022-04-14 23:30:53,15.524000000000001,0.0,15.11111111111111,0.39661619043569507,1.041026205735864,False,True,True
1273,90.81,0,144.2,0.06,0,41.7,-3991.3,1.27,0,-3991.3,91.66,0,18971.29,2.707,9.39,3.18,1272.79,2022-04-14 23:30:54,15.277000000000001,0.0,15.114127272727274,0.39356283580123,0.41384068467862634,False,True,True
1273,90.81,0,144.2,0.08,0,41.8,-3991.45,1.27,0,-3991.45,91.66,0,18971.29,2.707,9.39,3.18,1272.79,2022-04-14 23:30:55,15.277000000000001,0.0,15.117035714285715,0.39057547119769176,0.40955945252861875,False,True,True
1273,90.81,0,144.2,0.09,0,41.8,-3991.16,1.27,0,-3991.16,91.66,0,18971.29,2.707,9.39,3.18,1272.79,2022-04-14 23:30:56,15.277000000000001,0.0,15.119842105263158,0.3876519420762509,0.40540875014416844,False,True,True
1273,90.81,0,144.2,0.04,0,41.8,-3990.36,1.27,0,-3990.36,91.66,0,18971.29,2.707,9.39,3.18,1272.79,2022-04-14 23:30:57,15.277000000000001,0.0,15.12255172413793,0.3847901762439077,0.40138206226478323,False,True,True
1273,90.81,0,144.2,0.06,0,41.8,-3990.36,1.27,0,-3990.36,91.66,0,18971.29,2.707,9.39,3.18,1272.79,2022-04-14 23:30:58,15.277000000000001,0.0,15.125169491525424,0.381988181462887,0.39747332082316583,False,True,True
1273,90.81,0,144.1,0.07,0,41.8,-3989.65,1.28,0,-3989.65,91.66,0,18971.29,2.707,9.39,3.18,1272.79,2022-04-14 23:30:59,15.277000000000001,0.0,15.1277,0.3792440428903226,0.3936768661816832,False,True,True
1273,90.81,0,144.2,0.07,0,41.7,-3989.15,1.28,0,-3989.15,91.66,0,18971.29,2.707,9.39,3.18,1272.79,2022-04-14 23:31:00,15.277000000000001,0.0,15.130147540983605,0.37655592041845,0.3899874124028987,False,True,True
1273,90.81,0,144.2,0.03,0,41.7,-3989.47,1.27,0,-3989.47,91.66,0,18971.29,2.707,9.39,3.18,1272.79,2022-04-14 23:31:01,15.277000000000001,0.0,15.132516129032258,0.37392204596265965,0.38640001606686664,False,True,True
1273,90.81,0,144.2,0.08,0,41.7,-3989.39,1.27,0,-3989.39,91.66,0,18971.29,2.707,9.39,3.18,1272.79,2022-04-14 23:31:02,15.277000000000001,0.0,15.134809523809524,0.371340720734444,0.3829100482144873,False,True,True
1273,90.81,0,144.2,0.07,0,41.7,-3989.63,1.27,0,-3989.63,91.66,0,18971.29,2.707,9.39,3.18,1272.79,2022-04-14 23:31:03,15.277000000000001,0.0,15.13703125,0.36881031252797747,0.3795131690527619,False,True,True
1273,90.81,0,144.2,0.08,0,41.7,-3989.72,1.27,0,-3989.72,91.66,0,18971.29,2.697,9.45,3.8,1272.79,2022-04-14 23:31:04,15.947,0.0,15.149492307692308,0.37945854199919404,2.1016936037660257,False,True,True
1273,90.81,0,144.2,0.09,0,41.8,-3989.63,1.27,0,-3989.63,91.66,0,18971.29,2.697,9.45,3.8,1272.79,2022-04-14 23:31:05,15.947,0.0,15.161575757575758,0.3891146582299586,2.0184853161577823,False,True,True
1273,90.81,0,144.2,0.1,0,41.8,-3990.27,1.28,0,-3990.27,91.66,0,18971.29,2.697,9.45,3.8,1272.79,2022-04-14 23:31:06,15.947,0.0,15.173298507462686,0.39789879994508504,1.944463135302137,False,True,True
1273,90.81,0,144.2,0.06,0,41.7,-3990.2,1.28,0,-3990.2,91.66,0,18971.29,2.697,9.45,3.8,1272.79,2022-04-14 23:31:07,15.947,0.0,15.184676470588235,0.4059107850356443,1.8780522209889094,False,True,True
1273,90.81,0,144.3,0.05,0,41.7,-3990.2,1.27,0,-3990.2,91.66,0,18971.29,2.697,9.45,3.8,1272.79,2022-04-14 23:31:08,15.947,0.0,15.195724637681161,0.4132346180211878,1.8180314802397253,False,True,True
1273,90.81,0,144.3,0.06,0,41.7,-3990.17,1.28,0,-3990.17,91.66,0,18971.29,2.697,9.45,3.8,1272.79,2022-04-14 23:31:09,15.947,0.0,15.206457142857143,0.419941772558464,1.7634375575299568,False,True,True
1273,90.81,0,144.2,0.06,0,41.7,-3990.47,1.28,0,-3990.47,91.66,0,18971.29,2.697,9.45,3.8,1272.79,2022-04-14 23:31:10,15.947,0.0,15.216887323943661,0.42609363656681915,1.7134988648040483,False,True,True
1273,90.81,0,144.2,0.06,0,41.7,-3991.11,1.27,0,-3991.11,91.66,0,18971.29,2.697,9.45,3.8,1272.79,2022-04-14 23:31:11,15.947,0.0,15.227027777777778,0.4317433696603765,1.667589140278943,False,True,True
1273,90.81,0,144.2,0.15,0,41.7,-3990.68,1.27,0,-3990.68,91.66,0,18971.29,2.697,9.45,3.8,1272.79,2022-04-14 23:31:12,15.947,0.0,15.236890410958903,0.43693733855490074,1.6251940522996053,False,True,True
1273,90.81,0,144.2,0.07,0,41.7,-3990.5,1.27,0,-3990.5,91.66,0,18971.29,2.697,9.45,3.8,1272.79,2022-04-14 23:31:13,15.947,0.0,15.246486486486486,0.44171624323870057,1.585886727847211,False,True,True
1273,90.81,0,144.2,0.13,0,41.8,-3990.5,1.27,0,-3990.5,91.66,0,18971.29,2.685,9.2,3.98,1272.79,2022-04-14 23:31:14,15.865,0.0,15.254733333333334,0.44449674954982565,1.3729353349588977,False,True,True
1273,90.81,0,144.2,0.13,0,41.7,-3991.17,1.28,0,-3991.17,91.66,0,18971.29,2.685,9.2,3.98,1272.79,2022-04-14 23:31:15,15.865,0.0,15.262763157894737,0.44703839860191147,1.3471672608470806,False,True,True
1273,90.81,0,144.2,0.1,0,41.7,-3991.08,1.27,0,-3991.08,91.66,0,18971.29,2.685,9.2,3.98,1272.79,2022-04-14 23:31:16,15.865,0.0,15.270584415584416,0.44935961307086053,1.3228030386407044,False,True,True
1273,90.81,0,144.2,0.06,0,41.7,-3991.08,1.27,0,-3991.08,91.66,0,18971.29,2.685,9.2,3.98,1272.79,2022-04-14 23:31:17,15.865,0.0,15.278205128205128,0.4514770667393216,1.299719554557411,False,True,True
1273,90.81,0,144.3,0.06,0,41.7,-3990.4,1.27,0,-3990.4,91.66,0,18971.29,2.685,9.2,3.98,1272.79,2022-04-14 23:31:18,15.865,0.0,15.285632911392407,0.45340589098497247,1.277808300065726,False,True,True
1273,90.81,0,144.3,0.07,0,41.7,-3990.71,1.27,0,-3990.71,91.66,0,18971.29,2.685,9.2,3.98,1272.79,2022-04-14 23:31:19,15.865,0.0,15.292875,0.45515985159757794,1.25697321725251,False,True,True
1273,90.81,0,144.2,0.07,0,41.7,-3991.32,1.27,0,-3991.32,91.66,0,18971.29,2.685,9.2,3.98,1272.79,2022-04-14 23:31:20,15.865,0.0,15.299938271604939,0.45675150097397094,1.237128920345557,False,True,True
1273,90.81,0,144.2,0.06,0,41.7,-3990.91,1.28,0,-3990.91,91.66,0,18971.29,2.685,9.2,3.98,1272.79,2022-04-14 23:31:21,15.865,0.0,15.306829268292685,0.45819230974890696,1.2181992181710315,False,True,True
1273,90.81,0,144.2,0.15,0,41.7,-3990.68,1.28,0,-3990.68,91.66,0,18971.29,2.685,9.2,3.98,1272.79,2022-04-14 23:31:22,15.865,0.0,15.313554216867471,0.4594927811479993,1.2001158791633624,False,True,True
1273,90.81,0,144.2,0.06,0,41.7,-3989.94,1.27,0,-3989.94,91.66,0,18971.29,2.685,9.2,3.98,1272.79,2022-04-14 23:31:23,15.865,0.0,15.320119047619048,0.46066255074285495,1.182817593235432,False,True,True
1273,90.81,0,144.2,0.07,0,41.7,-3990.04,1.28,0,-3990.04,91.66,0,18971.29,2.401,9.21,3.86,1272.79,2022-04-14 23:31:24,15.471,0.0,15.32189411764706,0.45820464921279896,0.3254125797207101,False,True,True
1273,90.81,0,144.2,0.06,0,41.7,-3990.31,1.27,0,-3990.31,91.66,0,18971.29,2.401,9.21,3.86,1272.79,2022-04-14 23:31:25,15.471,0.0,15.323627906976746,0.4557850382520156,0.32333612847914417,False,True,True
1273,90.81,0,144.2,0.06,0,41.8,-3990.5,1.27,0,-3990.5,91.66,0,18971.29,2.401,9.21,3.86,1272.79,2022-04-14 23:31:26,15.471,0.0,15.32532183908046,0.45340275474006647,0.3212989733687927,False,True,True
1273,90.81,0,144.2,0.09,0,41.7,-3991.24,1.27,0,-3991.24,91.66,0,18971.29,2.401,9.21,3.86,1272.79,2022-04-14 23:31:27,15.471,0.0,15.326977272727271,0.45105686817529866,0.3192998890704551,False,True,True
1273,90.81,0,144.2,0.08,0,41.8,-3990.91,1.27,0,-3990.91,91.66,0,18971.29,2.401,9.21,3.86,1272.79,2022-04-14 23:31:28,15.471,0.0,15.328595505617976,0.44874647932529094,0.3173377031468451,False,True,True
1273,90.81,0,144.2,0.06,0,41.8,-3990.78,1.28,0,-3990.78,91.66,0,18971.29,2.401,9.21,3.86,1272.79,2022-04-14 23:31:29,15.471,0.0,15.330177777777777,0.4464707189406835,0.3154112931415751,False,True,True
1273,90.81,0,144.2,0.08,0,41.8,-3990.1,1.27,0,-3990.1,91.66,0,18971.29,2.401,9.21,3.86,1272.79,2022-04-14 23:31:30,15.471,0.0,15.331725274725274,0.44422874652928457,0.31351958387042567,False,True,True
1273,90.81,0,144.2,0.07,0,41.7,-3990.1,1.27,0,-3990.1,91.66,0,18971.29,2.401,9.21,3.86,1272.79,2022-04-14 23:31:31,15.471,0.0,15.333239130434782,0.44201974918748044,0.31166154489002895,False,True,True
1273,90.81,0,144.2,0.09,0,41.7,-3990.15,1.28,0,-3990.15,91.66,0,18971.29,2.401,9.21,3.86,1272.79,2022-04-14 23:31:32,15.471,0.0,15.334720430107526,0.4398429404861072,0.3098361881304105,False,True,True
1273,90.81,0,144.2,0.04,0,41.7,-3990.15,1.27,0,-3990.15,91.66,0,18971.29,2.401,9.21,3.86,1272.79,2022-04-14 23:31:33,15.471,0.0,15.336170212765957,0.43769755940807153,0.3080425656789511,False,True,True
1273,90.81,0,144.2,0.07,0,41.7,-3991.18,1.27,0,-3991.18,91.66,0,18971.29,2.585,9.0,3.62,1272.79,2022-04-14 23:31:34,15.205000000000002,0.0,15.33478947368421,0.43557110699599916,-0.2979747132554589,False,True,True
1273,90.81,0,144.2,0.07,0,41.8,-3990.88,1.28,0,-3990.88,91.66,0,18971.29,2.585,9.0,3.62,1272.79,2022-04-14 23:31:35,15.205000000000002,0.0,15.3334375,0.43347501142086137,-0.29629667297851653,False,True,True
1273,90.81,0,144.2,0.06,0,41.8,-3991.08,1.27,0,-3991.08,91.66,0,18971.29,2.585,9.0,3.62,1272.79,2022-04-14 23:31:36,15.205000000000002,0.0,15.332113402061855,0.43140856689378243,-0.2946466926477555,False,True,True
1273,90.81,0,144.2,0.08,0,41.7,-3990.72,1.28,0,-3990.72,91.66,0,18971.29,2.585,9.0,3.62,1272.79,2022-04-14 23:31:37,15.205000000000002,0.0,15.330816326530613,0.42937108999858475,-0.2930239982086997,False,True,True
1273,90.81,0,144.2,0.08,0,41.7,-3991.45,1.27,0,-3991.45,91.66,0,18971.29,2.585,9.0,3.62,1272.79,2022-04-14 23:31:38,15.205000000000002,0.0,15.329545454545455,0.4273619188082806,-0.2914278451971299,False,True,True
1273,90.81,0,144.3,0.05,0,41.7,-3992.03,1.27,0,-3992.03,91.66,0,18971.29,2.585,9.0,3.62,1272.79,2022-04-14 23:31:39,15.205000000000002,0.0,15.328299999999999,0.42538041204255633,-0.28985751729946674,False,True,True
1273,90.81,0,144.2,0.05,0,41.7,-3992.45,1.27,0,-3992.45,91.66,0,18971.29,2.585,9.0,3.62,1272.79,2022-04-14 23:31:40,15.205000000000002,0.0,15.33145,0.42326299523028604,-0.2987497198555727,False,True,True
1273,90.81,0,144.2,0.08,0,41.8,-3992.11,1.27,0,-3992.11,91.66,0,18971.29,2.585,9.0,3.62,1272.79,2022-04-14 23:31:41,15.205000000000002,0.0,15.3346,0.4211111324325039,-0.30775650953435907,False,True,True
1273,90.81,0,144.2,0.07,0,41.8,-3990.91,1.28,0,-3990.91,91.66,0,18971.29,2.585,9.0,3.62,1272.79,2022-04-14 23:31:42,15.205000000000002,0.0,15.337749999999998,0.41892429283978405,-0.3168822753577826,False,True,True
1273,90.81,0,144.3,0.07,0,41.6,-3989.98,1.27,0,-3989.98,91.66,0,18971.29,2.585,9.0,3.62,1272.79,2022-04-14 23:31:43,15.205000000000002,0.0,15.340900000000001,0.41670192578088106,-0.3261316194152692,False,True,True
1273,90.81,0,144.3,0.07,0,41.8,-3990.05,1.27,0,-3990.05,91.66,0,18971.29,2.07,9.15,3.5,1272.79,2022-04-14 23:31:44,14.72,0.0,15.34139,0.41593433570235766,-1.493958186915538,False,True,True
1273,90.81,0,144.2,0.07,0,41.7,-3990.76,1.27,0,-3990.76,91.66,0,18971.29,2.07,9.15,3.5,1272.79,2022-04-14 23:31:45,14.72,0.0,15.341879999999998,0.41516474227988476,-1.497907791199101,False,True,True
1273,90.81,0,144.2,0.07,0,41.8,-3990.43,1.27,0,-3990.43,91.66,0,18971.29,2.07,9.15,3.5,1272.79,2022-04-14 23:31:46,14.72,0.0,15.342369999999999,0.4143931343518853,-1.5018793665440957,False,True,True
1273,90.81,0,144.2,0.07,0,41.8,-3990.43,1.28,0,-3990.43,91.66,0,18971.29,2.07,9.15,3.5,1272.79,2022-04-14 23:31:47,14.72,0.0,15.34286,0.41361950064416836,-1.5058731349871768,False,True,True
1273,90.81,0,144.2,0.07,0,41.7,-3991.98,1.27,0,-3991.98,91.66,0,18971.29,2.07,9.15,3.5,1272.79,2022-04-14 23:31:48,14.72,0.0,15.343350000000001,0.4128438297683249,-1.509889321733311,False,True,True
1273,90.81,0,144.2,0.03,0,41.7,-3991.27,1.27,0,-3991.27,91.66,0,18971.29,2.07,9.15,3.5,1272.79,2022-04-14 23:31:49,14.72,0.0,15.34384,0.41206611022009443,-1.5139281552143107,False,True,True
1273,90.81,0,144.3,0.06,0,41.7,-3992.05,1.27,0,-3992.05,91.66,0,18971.29,2.07,9.15,3.5,1272.79,2022-04-14 23:31:50,14.72,0.0,15.34433,0.4112863303777009,-1.517989867148722,False,True,True
